source,bootstrap_replicate,icc_3_1,icc_3_k
Human,443,0.8815192178193463,0.9674910391201422
Human,444,0.8739719024219644,0.9652040224665605
Human,445,0.8616668962709946,0.9614133676011068
Human,446,0.8610438642877191,0.9612193601850816
Human,447,0.81591824709561,0.9466082228239692
Human,448,0.867847398518187,0.963327028154453
Human,449,0.8773373428975537,0.9662273538376472
Human,450,0.8333326200882555,0.952380719484458
Human,451,0.8666025733250984,0.9629431800107876
Human,452,0.8864740219419088,0.9689770745172367
Human,453,0.8639811158847859,0.962132230118819
Human,454,0.8829483980066262,0.9679209186004354
Human,455,0.8626055328732674,0.9617052702249086
Human,456,0.8547624506196505,0.9592520088750417
Human,457,0.8710187207093254,0.9643013356275345
Human,458,0.861817852640032,0.9614603438232437
Human,459,0.8945902551472116,0.9713853679925842
Human,460,0.8733815303544761,0.9650239192218758
Human,461,0.853497813025661,0.9588534034731102
Human,462,0.8478371567588999,0.9570587411618514
Human,463,0.8678153801719783,0.96331716510432
Human,464,0.8076037985591101,0.9437900079204284
Human,465,0.8690010550374473,0.9636820543354104
Human,466,0.8491822264185216,0.9574867402130628
Human,467,0.8498326368807336,0.9576933507499665
Human,468,0.8666584653990802,0.9629604316902354
Human,469,0.8594653201620632,0.9607269063038952
Human,470,0.8752391065595514,0.9655900109025857
Human,471,0.8457771480346394,0.9564013566717301
Human,472,0.8712935980559248,0.9643855430561553
Human,473,0.8652644145733414,0.9625296627769209
Human,474,0.8458962840241754,0.9564394376047107
Human,475,0.8765754857954645,0.9659961940235551
Human,476,0.8405450919501629,0.9547213451820821
Human,477,0.8700077071773912,0.9639912852504288
Human,478,0.8787241336830696,0.9666473827583267
Human,479,0.9170134720886283,0.9778763972919322
Human,480,0.8651510076043865,0.9624945753594898
Human,481,0.8935905875178749,0.9710904616350619
Human,482,0.880798372164776,0.9672738338310888
Human,483,0.8679529806413832,0.9633595483378949
Human,484,0.8458287942888818,0.9564178659576398
Human,485,0.8730542974955807,0.9649240152279539
Human,486,0.8873278940786182,0.9692319475731282
Human,487,0.8530328143128637,0.9587066252750818
Human,488,0.8728837055409898,0.9648719121124784
Human,489,0.8336967619717411,0.9524995860011689
Human,490,0.820214906599542,0.9480486707081218
